magitud,continent,location,tsunami,magType,% Terremotos con Alerta,Cantidad de terremotos,Year,alert
8.3,South America,"Illapel, Chile",1,mww,0.1287001287001287,1,2015,orange
15.2,South America,"Iñapari, Peru",1,mww,0.2574002574002574,1,2015,green
7.1,South America,"Iñapari, Peru",0,mww,0.1287001287001287,1,2018,green
7.8,South America,"Iquique, Chile",0,mwb,0.1287001287001287,1,2005,green
6.5,South America,"Iquique, Chile",0,mwc,0.1287001287001287,1,2009,green
20.1,South America,"Iquique, Chile",1,mww,0.3861003861003861,1,2014,green
15.899999999999999,South America,"Iquique, Chile",2,mww,0.2574002574002574,1,2014,yellow
7.4,South America,"Lebu, Chile",0,mwc,0.1287001287001287,1,2010,green
6.8,South America,"Macas, Ecuador",0,mwc,0.1287001287001287,1,2007,green
6.6,South America,"Monte Patria, Chile",0,mwb,0.1287001287001287,1,2002,green
6.7,South America,"Muisne, Ecuador",1,mww,0.1287001287001287,1,2016,green
7.8,South America,"Muisne, Ecuador",1,mww,0.1287001287001287,1,2016,orange
8,South America,"Navarro, Peru",1,mww,0.1287001287001287,1,2019,orange
6.8,South America,"Ovalle, Chile",0,mwc,0.1287001287001287,1,2003,green
6.8,South America,"Ovalle, Chile",1,mww,0.1287001287001287,1,2015,green
6.7,South America,"Pacocha, Peru",0,mwc,0.1287001287001287,1,2001,green
6.5,South America,"Padilla, Bolivia",0,mww,0.1287001287001287,1,2017,green
7.5,South America,"Palora, Ecuador",1,mww,0.1287001287001287,1,2019,yellow
7.2,South America,"Pizarro, Colombia",0,mwb,0.1287001287001287,1,2004,green
7.6,South America,"Punta de Bombón, Peru",0,mwc,0.1287001287001287,1,2001,green
7.6,South America,"Quellón, Chile",1,mww,0.1287001287001287,1,2016,yellow
8.8,South America,"Quirihue, Chile",0,mww,0.1287001287001287,1,2010,green
6.9,South America,"Rosa Zarate, Ecuador",1,mww,0.1287001287001287,1,2016,green
7.3,South America,"San Agustín, Colombia",0,mww,0.1287001287001287,1,2012,green
6.8,South America,"San Antonio de los Cobres, Argentina",1,mww,0.1287001287001287,1,2022,green
6.8,South America,"San Antonio, Chile",1,mww,0.1287001287001287,1,2019,green
6.8,South America,"San Pedro de Atacama, Chile",0,mwb,0.1287001287001287,1,2005,green
6.8,South America,"San Pedro de Atacama, Chile",1,mww,0.1287001287001287,1,2020,green
6.7,South America,"San Vicente de Cañete, Peru",0,mwc,0.1287001287001287,1,2006,green
8,South America,"San Vicente de Cañete, Peru",0,mwc,0.1287001287001287,1,2007,green
13.9,South America,"Santa Cruz, Chile",0,mwc,0.2574002574002574,1,2010,green
6.9,South America,"Santiago, Peru",0,mww,0.1287001287001287,1,2011,green
7.3,South America,South Sandwich Islands region,1,mww,0.1287001287001287,1,2013,green
6.9,South America,South Sandwich Islands region,1,mww,0.1287001287001287,1,2014,green
7.2,South America,South Sandwich Islands region,1,mww,0.1287001287001287,1,2016,green
6.5,South America,South Sandwich Islands region,1,mww,0.1287001287001287,1,2017,green
7.1,South America,South Sandwich Islands region,1,mww,0.1287001287001287,1,2018,green
36.2,South America,South Sandwich Islands region,4,mww,0.6435006435006435,1,2021,green
6.9,South America,South Shetland Islands,1,mww,0.1287001287001287,1,2021,green
6.6,South America,"Talcahuano, Chile",0,mwb,0.1287001287001287,1,2010,green
6.8,South America,"Tarauaca, Brazil",0,mww,0.1287001287001287,1,2019,green
6.7,South America,"Tarauacá, Brazil",0,mww,0.1287001287001287,1,2015,green
6.5,South America,"Tarauacá, Brazil",0,mww,0.1287001287001287,1,2022,green
6.5,South America,"Teno, Chile",0,mwb,0.1287001287001287,1,2004,green
6.8,South America,"Timbiquí, Colombia",0,mwc,0.1287001287001287,1,2007,green
7.7,South America,"Tocopilla, Chile",0,mwc,0.1287001287001287,1,2007,green
6.7,South America,"Tomé, Chile",0,mwc,0.1287001287001287,1,2010,green
6.9,South America,"Tomé, Chile",0,mww,0.1287001287001287,1,2011,green
6.8,South America,"Vallenar, Chile",0,mww,0.1287001287001287,1,2013,green
13.3,South America,"Vallenar, Chile",1,mww,0.2574002574002574,1,2020,green
6.9,South America,"Valparaíso, Chile",1,mww,0.1287001287001287,1,2017,yellow
6.9,South America,"Yacuanquer, Colombia",1,mww,0.1287001287001287,1,2013,green
7.5,South America,"Yurimaguas, Peru",0,mwb,0.1287001287001287,1,2005,green
